SOURCEID,SAMPLEID,LONWGS84,LATWGS84,UHDICM,LHDICM,ORCDRC,BLD
Alterra_880,880_3,5.360811571,51.68472501,50,70,0.580046404,NA
Alterra_882,882_1,5.377095626,51.61138113,0,25,19.72157773,NA
Alterra_885,885_2,5.503898264,51.74111729,30,45,2.900232019,NA
Alterra_885,885_6,5.503898264,51.74111729,78,100,1.740139211,NA
Alterra_885,885_7,5.503898264,51.74111729,100,126,1.160092807,NA
Alterra_885,885_8,5.503898264,51.74111729,126,150,0,NA
Alterra_885,885_9,5.503898264,51.74111729,150,170,0.580046404,NA
Alterra_886,886_1,5.575832662,51.75279837,0,20,2.320185615,NA
Alterra_886,886_2,5.575832662,51.75279837,20,45,1.740139211,NA
Alterra_886,886_3,5.575832662,51.75279837,47,70,1.160092807,NA
Alterra_886,886_4,5.575832662,51.75279837,70,120,1.160092807,NA
Alterra_888,888_1,5.317741671,51.71751542,0,15,36.54292343,NA
Alterra_888,888_2,5.317741671,51.71751542,15,35,16.82134571,NA
Alterra_888,888_3,5.317741671,51.71751542,35,55,13.92111369,NA
Alterra_888,888_4,5.317741671,51.71751542,55,65,9.860788863,NA
Alterra_888,888_5,5.317741671,51.71751542,65,75,4.060324826,NA
Alterra_892,892_1,5.34088507,51.72732425,5,10,24.94199536,NA
Alterra_892,892_2,5.34088507,51.72732425,25,50,9.860788863,NA
Alterra_892,892_3,5.34088507,51.72732425,55,80,8.120649652,NA
Alterra_892,892_5,5.34088507,51.72732425,90,110,2.320185615,NA
Alterra_894,894_1,5.419030031,51.70647572,5,20,10.44083527,NA
Alterra_894,894_2,5.419030031,51.70647572,30,60,1.160092807,NA
Alterra_894,894_3,5.419030031,51.70647572,80,100,1.740139211,NA
Alterra_897,897_1,5.445878383,51.77082261,0,5,104.4083527,NA
Alterra_897,897_2,5.445878383,51.77082261,5,19,21.46171694,NA
Alterra_897,897_3,5.445878383,51.77082261,19,47,12.18097448,NA
Alterra_897,897_4,5.445878383,51.77082261,47,63,37.70301624,NA
Alterra_899,899_1,5.189898656,51.66604563,0,23,15.0812065,NA
Alterra_899,899_2,5.189898656,51.66604563,23,45,9.280742459,NA
Alterra_899,899_3,5.189898656,51.66604563,45,60,4.64037123,NA
Alterra_899,899_4,5.189898656,51.66604563,60,80,4.060324826,NA
Alterra_902,902_1,5.104676768,51.61014187,0,22,23.20185615,NA
Alterra_902,902_2,5.104676768,51.61014187,22,40,17.98143852,NA
Alterra_902,902_3,5.104676768,51.61014187,40,51,19.72157773,NA
Alterra_902,902_4,5.104676768,51.61014187,51,60,13.34106729,NA
Alterra_902,902_5,5.104676768,51.61014187,60,68,11.02088167,NA
Alterra_902,902_6,5.104676768,51.61014187,68,88,6.960556845,NA
Alterra_902,902_7,5.104676768,51.61014187,88,140,1.160092807,NA
Alterra_902,902_8,5.104676768,51.61014187,140,160,1.740139211,NA
Alterra_907,907_1,5.298026463,51.80864475,0,25,20.30162413,NA
Alterra_907,907_2,5.298026463,51.80864475,25,52,15.0812065,NA
Alterra_907,907_3,5.298026463,51.80864475,52,75,8.700696056,NA
Alterra_907,907_4,5.298026463,51.80864475,75,90,6.380510441,NA
Alterra_907,907_5,5.298026463,51.80864475,90,105,5.800464037,NA
Alterra_907,907_6,5.298026463,51.80864475,105,120,4.060324826,NA
Alterra_908,908_1,5.203468079,51.70606659,0,30,19.14153132,NA
Alterra_908,908_2,5.203468079,51.70606659,30,40,11.60092807,NA
Alterra_908,908_3,5.203468079,51.70606659,40,50,11.02088167,NA
Alterra_908,908_4,5.203468079,51.70606659,50,60,9.280742459,NA
Alterra_908,908_5,5.203468079,51.70606659,60,80,2.900232019,NA
Alterra_916,916_1,5.09526736,51.70382463,10,15,41.18329466,NA
Alterra_916,916_2,5.09526736,51.70382463,30,35,17.40139211,NA
Alterra_916,916_3,5.09526736,51.70382463,50,55,19.72157773,NA
Alterra_916,916_4,5.09526736,51.70382463,65,70,59.16473318,NA
Alterra_916,916_5,5.09526736,51.70382463,90,95,1.160092807,NA
Alterra_917,917_1,5.116414225,51.74787412,0,35,12.18097448,NA
Alterra_917,917_2,5.116414225,51.74787412,35,60,5.220417633,NA
Alterra_917,917_3,5.116414225,51.74787412,60,78,4.060324826,NA
Alterra_917,917_4,5.116414225,51.74787412,78,90,2.320185615,NA
Alterra_917,917_5,5.116414225,51.74787412,90,120,1.160092807,NA
Alterra_918,918_1,5.130374741,51.71199649,10,15,31.9025522,NA
Alterra_918,918_2,5.130374741,51.71199649,30,35,29.00232019,NA
Alterra_918,918_3,5.130374741,51.71199649,50,55,69.60556845,NA
Alterra_918,918_4,5.130374741,51.71199649,80,85,1.160092807,NA
Alterra_919,919_1,5.106421422,51.72475019,3,8,29.00232019,NA
Alterra_919,919_2,5.106421422,51.72475019,20,30,6.960556845,NA
Alterra_919,919_3,5.106421422,51.72475019,50,55,2.320185615,NA
Alterra_919,919_4,5.106421422,51.72475019,80,90,1.740139211,NA
Alterra_919,919_5,5.106421422,51.72475019,110,115,0.580046404,NA
Alterra_928,928_1,5.051494246,51.61764172,10,15,27.26218097,NA
Alterra_928,928_2,5.051494246,51.61764172,30,35,19.72157773,NA
Alterra_928,928_3,5.051494246,51.61764172,45,50,7.540603248,NA
Alterra_928,928_4,5.051494246,51.61764172,70,75,3.480278422,NA
Alterra_928,928_5,5.051494246,51.61764172,90,95,1.160092807,NA
Alterra_930,930_1,4.948326573,51.75932027,10,30,18.56148492,NA
Alterra_930,930_2,4.948326573,51.75932027,42,56,8.120649652,NA
Alterra_930,930_3,4.948326573,51.75932027,70,85,7.540603248,NA
Alterra_930,930_5,4.948326573,51.75932027,110,120,7.540603248,NA
Alterra_930,930_6,4.948326573,51.75932027,135,145,209.9767981,NA
Alterra_934,934_1,5.019044048,51.79075365,5,10,11.02088167,NA
Alterra_934,934_2,5.019044048,51.79075365,25,30,6.960556845,NA
Alterra_934,934_3,5.019044048,51.79075365,40,45,1.740139211,NA
Alterra_934,934_4,5.019044048,51.79075365,52,57,0.580046404,NA
Alterra_934,934_5,5.019044048,51.79075365,80,85,1.160092807,NA
Alterra_948,948_3,3.997451353,51.80395408,2,24,1.740139211,NA
Alterra_948,948_4,3.997451353,51.80395408,24,70,1.160092807,NA
Alterra_948,948_5,3.997451353,51.80395408,70,120,1.160092807,NA
Alterra_1009,1009_1,6.31555021,52.02127379,0,50,20.88167053,NA
Alterra_1009,1009_2,6.31555021,52.02127379,50,75,13.92111369,NA
Alterra_1009,1009_3,6.31555021,52.02127379,75,105,6.380510441,NA
Alterra_1009,1009_4,6.31555021,52.02127379,105,120,2.900232019,NA
Alterra_1013,1013_1,6.169274953,51.9213055,0,34,15.6612529,NA
Alterra_1013,1013_2,6.169274953,51.9213055,34,46,13.34106729,NA
Alterra_1013,1013_3,6.169274953,51.9213055,46,74,8.700696056,NA
Alterra_1013,1013_4,6.169274953,51.9213055,74,110,2.900232019,NA
Alterra_1013,1013_5,6.169274953,51.9213055,110,130,2.320185615,NA
Alterra_1016,1016_1,6.091037062,51.91946318,0,30,9.860788863,NA
Alterra_1016,1016_2,6.091037062,51.91946318,30,40,6.380510441,NA
Alterra_1016,1016_3,6.091037062,51.91946318,40,70,3.480278422,NA
Alterra_1016,1016_4,6.091037062,51.91946318,70,80,8.120649652,NA
Alterra_1016,1016_5,6.091037062,51.91946318,90,110,6.960556845,NA
Alterra_1032,1032_1,6.279999811,51.95179702,10,30,4.64037123,NA
Alterra_1032,1032_2,6.279999811,51.95179702,40,60,2.320185615,NA
Alterra_1032,1032_3,6.279999811,51.95179702,90,110,2.320185615,NA
Alterra_1044,1044_1,6.131810894,52.00271528,5,12,11.60092807,NA
Alterra_1044,1044_2,6.131810894,52.00271528,12,48,8.120649652,NA
Alterra_1044,1044_3,6.131810894,52.00271528,48,70,6.960556845,NA
Alterra_1044,1044_4,6.131810894,52.00271528,70,87,5.220417633,NA
Alterra_1044,1044_5,6.131810894,52.00271528,87,120,4.64037123,NA
Alterra_1050,1050_1,6.016850217,51.93651285,10,30,19.72157773,NA
Alterra_1050,1050_2,6.016850217,51.93651285,40,70,6.960556845,NA
Alterra_1050,1050_3,6.016850217,51.93651285,90,110,2.320185615,NA
Alterra_1062,1062_1,5.142644017,51.79772775,0,10,24.94199536,NA
Alterra_1062,1062_2,5.142644017,51.79772775,10,28,20.30162413,NA
Alterra_1062,1062_3,5.142644017,51.79772775,28,48,8.120649652,NA
Alterra_1062,1062_4,5.142644017,51.79772775,48,82,3.480278422,NA
Alterra_1062,1062_5,5.142644017,51.79772775,82,120,0.580046404,NA
Alterra_1063,1063_1,5.049904288,51.73430881,0,26,29.00232019,NA
Alterra_1063,1063_2,5.049904288,51.73430881,26,59,12.76102088,NA
Alterra_1063,1063_3,5.049904288,51.73430881,59,88,5.220417633,NA
Alterra_1063,1063_4,5.049904288,51.73430881,88,130,0.580046404,NA
Alterra_1063,1063_5,5.049904288,51.73430881,130,165,2.320185615,NA
Alterra_1063,1063_6,5.049904288,51.73430881,165,180,5.800464037,NA
Alterra_1068,1068_1,4.918481671,51.70414971,10,15,24.36194896,NA
Alterra_1068,1068_2,4.918481671,51.70414971,35,40,15.0812065,NA
Alterra_1068,1068_3,4.918481671,51.70414971,55,60,15.0812065,NA
Alterra_1068,1068_4,4.918481671,51.70414971,85,90,15.0812065,NA
Alterra_1079,1079_1,4.856751953,51.61404461,0,25,40.02320186,NA
Alterra_1079,1079_2,4.856751953,51.61404461,26,35,9.280742459,NA
Alterra_1079,1079_4,4.856751953,51.61404461,70,100,4.64037123,NA
Alterra_1083,1083_1,4.813845938,51.6045838,10,30,19.72157773,NA
Alterra_1083,1083_2,4.813845938,51.6045838,45,60,11.02088167,NA
Alterra_1083,1083_3,4.813845938,51.6045838,65,80,2.320185615,NA
Alterra_1097,1097_2,4.734942693,51.64075488,5,20,31.3225058,NA
Alterra_1097,1097_3,4.734942693,51.64075488,20,28,37.12296984,NA
Alterra_1097,1097_5,4.734942693,51.64075488,33,45,496.5197216,NA
Alterra_1097,1097_6,4.734942693,51.64075488,45,75,494.7795824,NA
Alterra_1097,1097_7,4.734942693,51.64075488,75,100,215.7772622,NA
Alterra_1103,1103_2,4.863970403,51.66414415,3,10,85.26682135,NA
Alterra_1103,1103_3,4.863970403,51.66414415,10,30,31.3225058,NA
Alterra_1103,1103_4,4.863970403,51.66414415,30,55,74.82598608,NA
Alterra_1103,1103_5,4.863970403,51.66414415,55,85,38.28306265,NA
Alterra_1103,1103_6,4.863970403,51.66414415,85,120,157.7726218,NA
Alterra_1104,1104_1,4.849198849,51.69086346,0,20,17.40139211,NA
Alterra_1104,1104_2,4.849198849,51.69086346,20,25,19.14153132,NA
Alterra_1104,1104_3,4.849198849,51.69086346,35,50,12.76102088,NA
Alterra_1104,1104_4,4.849198849,51.69086346,50,80,16.2412993,NA
Alterra_1104,1104_5,4.849198849,51.69086346,80,110,31.3225058,NA
Alterra_1106,1106_1,4.746491035,51.59030163,0,20,19.14153132,NA
Alterra_1106,1106_2,4.746491035,51.59030163,20,32,19.72157773,NA
Alterra_1106,1106_3,4.746491035,51.59030163,32,52,12.76102088,NA
Alterra_1106,1106_4,4.746491035,51.59030163,52,65,12.76102088,NA
Alterra_1106,1106_5,4.746491035,51.59030163,65,80,12.18097448,NA
Alterra_1106,1106_6,4.746491035,51.59030163,80,120,1.740139211,NA
Alterra_1114,1114_1,4.613279734,51.67578934,0,30,19.72157773,NA
Alterra_1114,1114_2,4.613279734,51.67578934,30,50,11.60092807,NA
Alterra_1114,1114_3,4.613279734,51.67578934,60,80,22.04176334,NA
Alterra_1118,1118_1,4.63895803,51.6355064,0,30,20.88167053,NA
Alterra_1118,1118_2,4.63895803,51.6355064,40,50,8.120649652,NA
Alterra_1118,1118_3,4.63895803,51.6355064,50,75,5.800464037,NA
Alterra_1118,1118_4,4.63895803,51.6355064,75,90,8.120649652,NA
Alterra_1126,1126_1,4.591969215,51.59672393,0,18,37.70301624,NA
Alterra_1126,1126_2,4.591969215,51.59672393,18,28,51.04408353,NA
Alterra_1126,1126_3,4.591969215,51.59672393,28,40,335.2668213,NA
Alterra_1126,1126_4,4.591969215,51.59672393,40,55,160.0928074,NA
Alterra_1126,1126_5,4.591969215,51.59672393,55,75,15.0812065,NA
Alterra_1126,1126_7,4.591969215,51.59672393,80,120,0,NA
Alterra_1128,1128_1,4.592337788,51.74036876,0,25,20.30162413,NA
Alterra_1128,1128_2,4.592337788,51.74036876,32,37,9.280742459,NA
Alterra_1128,1128_3,4.592337788,51.74036876,42,47,9.280742459,NA
Alterra_1128,1128_4,4.592337788,51.74036876,53,63,4.060324826,NA
Alterra_1128,1128_5,4.592337788,51.74036876,75,80,2.320185615,NA
Alterra_1129,1129_1,4.647588721,51.77308991,7,12,13.92111369,1.234
Alterra_1129,1129_2,4.647588721,51.77308991,40,45,5.220417633,1.323
Alterra_1129,1129_3,4.647588721,51.77308991,50,55,2.320185615,1.484
Alterra_1132,1132_1,4.823888773,51.76058627,0,10,81.78654292,0.835
Alterra_1132,1132_2,4.823888773,51.76058627,10,20,27.84222738,1.14
Alterra_1132,1132_3,4.823888773,51.76058627,30,35,17.98143852,1.104
Alterra_1137,1137_1,4.522398768,51.79362701,3,8,52.20417633,NA
Alterra_1137,1137_2,4.522398768,51.79362701,12,25,19.72157773,NA
Alterra_1137,1137_3,4.522398768,51.79362701,35,45,8.700696056,NA
Alterra_1137,1137_4,4.522398768,51.79362701,50,60,7.540603248,NA
Alterra_1137,1137_5,4.522398768,51.79362701,65,80,8.700696056,NA
Alterra_1137,1137_6,4.522398768,51.79362701,90,100,8.700696056,NA
Alterra_1140,1140_1,4.445274755,51.78692063,0,20,10.44083527,NA
Alterra_1140,1140_2,4.445274755,51.78692063,23,34,9.860788863,NA
Alterra_1140,1140_3,4.445274755,51.78692063,34,45,4.060324826,NA
Alterra_1140,1140_4,4.445274755,51.78692063,45,65,2.320185615,NA
Alterra_1140,1140_5,4.445274755,51.78692063,65,100,2.900232019,NA
Alterra_1140,1140_6,4.445274755,51.78692063,100,110,4.060324826,NA
Alterra_1144,1144_1,4.446740453,51.68180638,0,30,12.18097448,NA
Alterra_1144,1144_2,4.446740453,51.68180638,30,50,7.540603248,NA
Alterra_1144,1144_3,4.446740453,51.68180638,50,70,4.64037123,NA
Alterra_1144,1144_4,4.446740453,51.68180638,70,100,4.64037123,NA
Alterra_1155,1155_1,4.394377766,51.78137714,0,25,11.02088167,NA
Alterra_1155,1155_3,4.394377766,51.78137714,40,60,4.060324826,NA
Alterra_1155,1155_4,4.394377766,51.78137714,65,90,1.740139211,NA
Alterra_1159,1159_1,4.468936496,51.75663585,0,20,11.60092807,NA
Alterra_1159,1159_2,4.468936496,51.75663585,30,35,5.800464037,1.41
Alterra_1159,1159_3,4.468936496,51.75663585,65,70,2.900232019,1.51
Alterra_1162,1162_1,4.216811887,51.80499919,0,28,14.50116009,NA
Alterra_1162,1162_2,4.216811887,51.80499919,28,45,5.800464037,NA
Alterra_1162,1162_3,4.216811887,51.80499919,45,65,4.64037123,NA
Alterra_1162,1162_4,4.216811887,51.80499919,65,120,4.060324826,NA
Alterra_1165,1165_1,4.172154957,51.61909514,0,28,13.34106729,NA
Alterra_1165,1165_2,4.172154957,51.61909514,28,50,9.860788863,NA
Alterra_1165,1165_3,4.172154957,51.61909514,50,70,11.60092807,NA
Alterra_1165,1165_4,4.172154957,51.61909514,70,100,4.64037123,NA
Alterra_1166,1166_1,4.269048924,51.60752132,0,26,13.92111369,NA
Alterra_1166,1166_2,4.269048924,51.60752132,26,45,8.120649652,NA
Alterra_1166,1166_3,4.269048924,51.60752132,45,80,4.64037123,NA
Alterra_1166,1166_4,4.269048924,51.60752132,80,120,3.480278422,NA
Alterra_1174,1174_1,5.981493299,51.90200151,0,13,20.30162413,NA
Alterra_1174,1174_2,5.981493299,51.90200151,13,70,4.060324826,NA
Alterra_1174,1174_3,5.981493299,51.90200151,70,88,3.480278422,NA
Alterra_1174,1174_4,5.981493299,51.90200151,88,110,5.220417633,NA
Alterra_1177,1177_1,5.867565064,51.94872298,0,27,30.7424594,NA
Alterra_1177,1177_2,5.867565064,51.94872298,27,50,12.18097448,NA
Alterra_1177,1177_3,5.867565064,51.94872298,50,75,9.280742459,NA
Alterra_1177,1177_4,5.867565064,51.94872298,75,90,39.44315545,NA
Alterra_1182,1182_1,5.868915957,52.00004075,0,25,17.40139211,NA
Alterra_1182,1182_2,5.868915957,52.00004075,25,40,5.800464037,NA
Alterra_1182,1182_3,5.868915957,52.00004075,40,60,2.320185615,NA
Alterra_1182,1182_4,5.868915957,52.00004075,60,90,1.740139211,NA
Alterra_1185,1185_1,5.894678957,51.96038379,0,18,24.94199536,NA
Alterra_1185,1185_3,5.894678957,51.96038379,30,45,6.960556845,NA
Alterra_1185,1185_4,5.894678957,51.96038379,50,65,5.800464037,NA
Alterra_1185,1185_5,5.894678957,51.96038379,70,85,4.060324826,NA
Alterra_1185,1185_6,5.894678957,51.96038379,100,115,4.64037123,NA
Alterra_1197,1197_1,5.616695078,51.88530427,0,20,17.98143852,NA
Alterra_1197,1197_2,5.616695078,51.88530427,20,25,17.98143852,NA
Alterra_1229,1229_1,5.484729955,51.84872594,0,20,30.7424594,NA
Alterra_1229,1229_2,5.484729955,51.84872594,25,50,9.280742459,NA
Alterra_1229,1229_4,5.484729955,51.84872594,65,85,11.60092807,NA
Alterra_1244,1244_1,4.228537517,51.83397077,0,30,17.98143852,NA
Alterra_1244,1244_2,4.228537517,51.83397077,30,45,12.18097448,NA
Alterra_1244,1244_3,4.228537517,51.83397077,45,60,11.60092807,NA
Alterra_1244,1244_4,4.228537517,51.83397077,60,75,10.44083527,NA
Alterra_1244,1244_5,4.228537517,51.83397077,75,110,10.44083527,NA
Alterra_1244,1244_6,4.228537517,51.83397077,110,155,6.960556845,NA
Alterra_1254,1254_1,4.092456485,51.86356167,5,20,56.84454756,NA
Alterra_1254,1254_3,4.092456485,51.86356167,40,45,4.060324826,1.44
Alterra_1254,1254_4,4.092456485,51.86356167,65,70,2.900232019,1.53
Alterra_1254,1254_5,4.092456485,51.86356167,80,100,4.64037123,NA
Alterra_1265,1265_1,4.237290449,51.98552222,0,25,23.78190255,NA
Alterra_1265,1265_2,4.237290449,51.98552222,30,50,7.540603248,NA
Alterra_1265,1265_4,4.237290449,51.98552222,65,75,16.2412993,NA
Alterra_1265,1265_5,4.237290449,51.98552222,75,90,13.34106729,NA
Alterra_1265,1265_6,4.237290449,51.98552222,100,120,13.92111369,NA
Alterra_1268,1268_1,4.154318598,52.00625572,0,30,15.0812065,1.3
Alterra_1268,1268_2,4.154318598,52.00625572,35,65,4.64037123,1.56
Alterra_1268,1268_4,4.154318598,52.00625572,110,125,1.740139211,NA
Alterra_1269,1269_1,4.239086751,51.95515705,0,30,16.2412993,NA
Alterra_1269,1269_2,4.239086751,51.95515705,38,43,3.480278422,1.38
Alterra_1269,1269_3,4.239086751,51.95515705,60,65,0.580046404,1.33
Alterra_1269,1269_4,4.239086751,51.95515705,80,85,2.900232019,1.22
Alterra_1269,1269_5,4.239086751,51.95515705,100,120,9.860788863,NA
Alterra_1270,1270_1,4.285197737,52.01474507,5,15,153.712297,NA
Alterra_1270,1270_2,4.285197737,52.01474507,25,30,20.30162413,1
Alterra_1270,1270_3,4.285197737,52.01474507,40,45,11.60092807,0.8
Alterra_1270,1270_4,4.285197737,52.01474507,75,80,19.14153132,0.8
Alterra_1280,1280_1,6.959603485,52.19664693,5,28,24.36194896,NA
Alterra_1280,1280_2,6.959603485,52.19664693,28,35,2.900232019,NA
Alterra_1280,1280_3,6.959603485,52.19664693,35,75,5.220417633,NA
Alterra_1280,1280_4,6.959603485,52.19664693,75,90,0.580046404,NA
Alterra_1280,1280_5,6.959603485,52.19664693,90,130,0.580046404,NA
Alterra_1306,1306_1,6.660048696,52.07985158,0,20,25.52204176,NA
Alterra_1306,1306_2,6.660048696,52.07985158,20,50,1.740139211,NA
Alterra_1306,1306_3,6.660048696,52.07985158,50,95,17.98143852,NA
Alterra_1306,1306_4,6.660048696,52.07985158,95,110,3.480278422,NA
Alterra_1306,1306_5,6.660048696,52.07985158,110,130,2.320185615,NA
Alterra_1332,1332_1,6.895497679,52.17838159,5,24,19.72157773,NA
Alterra_1332,1332_2,6.895497679,52.17838159,32,54,1.160092807,NA
Alterra_1332,1332_3,6.895497679,52.17838159,54,66,0.580046404,NA
Alterra_1332,1332_4,6.895497679,52.17838159,66,80,0.580046404,NA
Alterra_1332,1332_5,6.895497679,52.17838159,80,95,0,NA
Alterra_1332,1332_6,6.895497679,52.17838159,95,125,0,NA
Alterra_1332,1332_7,6.895497679,52.17838159,125,140,0,NA
Alterra_1332,1332_8,6.895497679,52.17838159,140,170,0,NA
Alterra_1333,1333_1,6.849287359,52.25182007,5,16,27.84222738,NA
Alterra_1333,1333_2,6.849287359,52.25182007,16,31,16.82134571,NA
Alterra_1333,1333_3,6.849287359,52.25182007,31,40,0,NA
Alterra_1333,1333_4,6.849287359,52.25182007,40,70,0,NA
Alterra_1333,1333_5,6.849287359,52.25182007,70,100,0,NA
Alterra_1333,1333_6,6.849287359,52.25182007,100,140,1.160092807,NA
Alterra_1360,1360_1,5.652476103,51.96756154,0,8,45.24361949,NA
Alterra_1360,1360_2,5.652476103,51.96756154,8,20,19.72157773,NA
Alterra_1360,1360_3,5.652476103,51.96756154,20,55,11.60092807,NA
Alterra_1360,1360_4,5.652476103,51.96756154,55,75,9.860788863,NA
Alterra_1360,1360_5,5.652476103,51.96756154,75,100,3.480278422,NA
Alterra_1360,1360_6,5.652476103,51.96756154,100,135,3.480278422,NA
Alterra_1360,1360_7,5.652476103,51.96756154,135,155,5.800464037,NA
Alterra_1360,1360_8,5.652476103,51.96756154,200,215,13.34106729,NA
Alterra_1360,1360_9,5.652476103,51.96756154,255,270,0,NA
Alterra_1381,1381_1,5.321134517,51.87166831,0,20,20.30162413,NA
Alterra_1381,1381_2,5.321134517,51.87166831,25,40,16.2412993,NA
Alterra_1381,1381_4,5.321134517,51.87166831,70,90,14.50116009,NA
Alterra_1382,1382_1,5.339225241,51.85963272,5,25,24.94199536,NA
Alterra_1382,1382_2,5.339225241,51.85963272,30,50,13.92111369,NA
Alterra_1382,1382_3,5.339225241,51.85963272,60,80,4.060324826,NA
Alterra_1384,1384_1,5.359934961,51.82036027,5,15,30.16241299,NA
Alterra_1384,1384_3,5.359934961,51.82036027,35,65,10.44083527,NA
Alterra_1384,1384_4,5.359934961,51.82036027,75,100,9.860788863,NA
Alterra_1387,1387_1,5.522457409,51.94306551,0,27,11.02088167,NA
Alterra_1387,1387_2,5.522457409,51.94306551,27,54,6.380510441,NA
Alterra_1387,1387_3,5.522457409,51.94306551,54,80,3.480278422,NA
Alterra_1387,1387_4,5.522457409,51.94306551,80,87,1.740139211,NA
Alterra_1387,1387_5,5.522457409,51.94306551,87,112,2.320185615,NA
Alterra_1387,1387_6,5.522457409,51.94306551,112,140,15.0812065,NA
Alterra_1387,1387_7,5.522457409,51.94306551,140,160,20.30162413,NA
Alterra_1388,1388_1,5.559512848,51.93510734,0,25,23.78190255,NA
Alterra_1388,1388_2,5.559512848,51.93510734,50,70,5.800464037,NA
Alterra_1388,1388_4,5.559512848,51.93510734,90,110,3.480278422,NA
Alterra_1407,1407_1,5.351611699,51.89163547,0,15,41.76334107,NA
Alterra_1407,1407_3,5.351611699,51.89163547,40,70,27.26218097,NA
Alterra_1407,1407_5,5.351611699,51.89163547,85,100,14.50116009,NA
Alterra_1408,1408_1,5.347689837,51.89118481,5,20,51.62412993,NA
Alterra_1408,1408_2,5.347689837,51.89118481,25,50,22.62180974,NA
Alterra_1408,1408_3,5.347689837,51.89118481,65,80,18.56148492,NA
Alterra_1417,1417_1,4.761565748,51.85734727,2,7,178.0742459,0.612
Alterra_1417,1417_3,4.761565748,51.85734727,22,27,65.54524362,0.739
Alterra_1417,1417_4,4.761565748,51.85734727,45,50,455.9164733,0.17
Alterra_1417,1417_5,4.761565748,51.85734727,65,70,485.4988399,0.166
Alterra_1418,1418_1,4.866773647,51.86028749,3,8,135.7308585,0.647
Alterra_1418,1418_3,4.866773647,51.86028749,21,26,50.46403712,0.8
Alterra_1418,1418_4,4.866773647,51.86028749,43,48,219.2575406,0.289
Alterra_1418,1418_5,4.866773647,51.86028749,80,85,294.6635731,0.195
Alterra_1420,1420_1,4.657228476,51.89998029,3,17,43.50348028,NA
Alterra_1420,1420_2,4.657228476,51.89998029,17,25,23.78190255,NA
Alterra_1420,1420_3,4.657228476,51.89998029,25,48,5.220417633,NA
Alterra_1420,1420_4,4.657228476,51.89998029,48,60,62.0649652,NA
Alterra_1420,1420_5,4.657228476,51.89998029,60,100,392.6914153,0.213
Alterra_1420,1420_6,4.657228476,51.89998029,100,135,484.3387471,NA
Alterra_1421,1421_1,4.670623013,51.85269279,0,35,22.04176334,NA
Alterra_1421,1421_2,4.670623013,51.85269279,35,45,9.860788863,NA
Alterra_1421,1421_3,4.670623013,51.85269279,45,70,6.380510441,NA
Alterra_1421,1421_4,4.670623013,51.85269279,70,82,15.6612529,NA
Alterra_1421,1421_5,4.670623013,51.85269279,82,92,56.84454756,NA
Alterra_1421,1421_6,4.670623013,51.85269279,92,110,198.9559165,NA
Alterra_1421,1421_8,4.670623013,51.85269279,120,150,341.0672854,NA
Alterra_1425,1425_1,4.606066327,51.90090974,0,10,95.12761021,NA
Alterra_1425,1425_2,4.606066327,51.90090974,10,27,40.02320186,NA
Alterra_1425,1425_3,4.606066327,51.90090974,27,42,11.02088167,NA
Alterra_1425,1425_4,4.606066327,51.90090974,42,54,71.92575406,NA
Alterra_1425,1425_7,4.606066327,51.90090974,85,145,464.037123,0.151
Alterra_1425,1425_8,4.606066327,51.90090974,145,190,406.0324826,0.141
Alterra_1428,1428_1,4.598084533,51.8258009,0,30,28.42227378,NA
Alterra_1428,1428_2,4.598084533,51.8258009,35,50,10.44083527,NA
Alterra_1428,1428_3,4.598084533,51.8258009,60,75,12.18097448,NA
Alterra_1428,1428_4,4.598084533,51.8258009,80,120,9.860788863,NA
Alterra_1430,1430_1,4.750942394,51.91571563,3,8,62.6450116,NA
Alterra_1430,1430_2,4.750942394,51.91571563,17,25,20.88167053,NA
Alterra_1430,1430_3,4.750942394,51.91571563,25,35,12.76102088,NA
Alterra_1430,1430_4,4.750942394,51.91571563,35,48,12.18097448,NA
Alterra_1430,1430_5,4.750942394,51.91571563,48,58,8.120649652,NA
Alterra_1430,1430_6,4.750942394,51.91571563,58,75,5.220417633,NA
Alterra_1432,1432_1,4.859311013,51.82816524,0,14,56.26450116,NA
Alterra_1432,1432_3,4.859311013,51.82816524,23,37,23.20185615,NA
Alterra_1432,1432_4,4.859311013,51.82816524,37,60,14.50116009,NA
Alterra_1432,1432_5,4.859311013,51.82816524,60,70,33.64269142,NA
Alterra_1433,1433_1,4.803366327,51.82421502,5,15,58.58468677,NA
Alterra_1433,1433_2,4.803366327,51.82421502,20,30,24.94199536,NA
Alterra_1433,1433_3,4.803366327,51.82421502,55,60,20.88167053,NA
Alterra_1433,1433_4,4.803366327,51.82421502,70,88,172.2737819,NA
Alterra_1433,1433_5,4.803366327,51.82421502,88,110,183.87471,NA
Alterra_1439,1439_2,4.786694987,51.99212552,10,15,66.12529002,0.895
Alterra_1439,1439_3,4.786694987,51.99212552,30,35,47.5638051,NA
Alterra_1439,1439_4,4.786694987,51.99212552,60,65,408.3526682,0.208
Alterra_1439,1439_5,4.786694987,51.99212552,82,87,419.9535963,0.157
Alterra_1458,1458_1,4.755136333,51.95339994,3,9,260.4408353,NA
Alterra_1458,1458_2,4.755136333,51.95339994,9,17,211.136891,NA
Alterra_1458,1458_3,4.755136333,51.95339994,17,29,153.1322506,NA
